parent_asin,title,categories,details,average_rating,rating_number,price,bought_together
B000024INV,Honegger;Sym.2/Conc.Da Camera,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.88 Ounces"", ""Manufacturer"": ""Chandos"", ""Run time"": ""52 minutes"", ""Date First Available"": ""April 30, 2014"", ""Label"": ""Chandos"", ""Country of Origin"": ""France"", ""Number of discs"": ""1""}",4.0,3,54.77,
B07BYQSWP7,Gilbert & Sullivan: The Sorcerer / Utopia Limited,[],"{""Product Dimensions"": ""5.55 x 4.88 x 0.47 inches; 3.88 Ounces"", ""Manufacturer"": ""Eloquence Australia"", ""Original Release Date"": ""2018"", ""Date First Available"": ""April 7, 2018"", ""Label"": ""Eloquence Australia"", ""Country of Origin"": ""Australia"", ""Number of discs"": ""2""}",4.1,44,17.99,
B000N1GVWC,"Purcell: Odes (Come, Ye Sons of Art, Away; Welcome to All the Pleasures; The Yorkshire Feast Song)",[],"{""Package Dimensions"": ""5.5 x 4.9 x 0.33 inches"", ""Date First Available"": ""January 29, 2007""}",5.0,7,,
B0006I8FIK,Voyager & Fusion: The Early Years,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Date First Available"": ""November 5, 2004""}",3.5,2,15.98,
B003OEGWDI,Walt Disney's Happiest Songs,[],"{""Package Dimensions"": ""15.63 x 13.43 x 0.94 inches; 0.01 Ounces"", ""Date First Available"": ""May 28, 2010""}",4.5,24,9.99,
B014Q3VUPU,Photo Finish by Rory Gallagher (2012-10-09),[],"{""Date First Available"": ""November 28, 2020""}",4.8,401,,
B00414GOME,the groover LP,[],"{""Package Dimensions"": ""12.6 x 12.4 x 0.4 inches; 0.01 Ounces"", ""Manufacturer"": ""Cadet CA 50020 Stereo"", ""Date First Available"": ""July 28, 2010"", ""Label"": ""Cadet CA 50020 Stereo"", ""Number of discs"": ""1""}",5.0,2,4.99,
B009Z1TX30,Piano Solos 1929 - 1941,[],{},5.0,4,,
B003HOUXM6,The Golden Age of English Lute Music,[],"{""Date First Available"": ""April 17, 2010"", ""Manufacturer"": ""RCA""}",4.9,7,32.99,
B000HAB4OO,Senses Working Overtime,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.5 x 4.8 x 0.4 inches; 4 Ounces"", ""Date First Available"": ""July 31, 2006""}",4.3,13,18.04,
B00GG3CWTW,Happy Again by Jazz Crusaders (1995) Audio CD,[],"{""Date First Available"": ""July 28, 2014""}",3.4,3,24.95,
B00000ASXL,Science Fiction Movie Themes,[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 1.21 Pounds"", ""Date First Available"": ""February 11, 2007"", ""Number of discs"": ""1""}",3.3,7,29.99,
B0043MOEZS,Revolver (1971 Apple Pressing ST-2576),[],"{""Date First Available"": ""September 19, 2010""}",5.0,1,33.98,
B00AUZYCOU,Screaming For Vengeance,[],"{""Package Dimensions"": ""12.4 x 12.4 x 0.2 inches; 0.35 Ounces"", ""Date First Available"": ""December 31, 2012""}",4.7,1921,,
B0055APPB4,Grass Roots Live Gold,[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Date First Available"": ""June 10, 2011"", ""Number of discs"": ""1""}",5.0,5,52.64,
B00I0II65K,Palace Organ In Saint P,[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Manufacturer"": ""ORGAP"", ""Date First Available"": ""January 25, 2014"", ""Label"": ""ORGAP"", ""Number of discs"": ""1""}",5.0,1,26.27,
B076CT34MP,Image of Deception,[],"{""Manufacturer"": ""Roxx Records"", ""Date First Available"": ""October 11, 2017"", ""Label"": ""Roxx Records""}",4.7,5,,
B001AWUC00,Eve,[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.21 Ounces"", ""Manufacturer"": ""PID"", ""Date First Available"": ""June 10, 2008"", ""Label"": ""PID"", ""Number of discs"": ""1""}",3.7,16,9.98,
B00CR0MHT8,Desperados by Various Artists,[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Date First Available"": ""May 12, 2013""}",4.7,161,,
B00283R20S,One Little Indian,[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Manufacturer"": ""Intrada"", ""Date First Available"": ""April 30, 2009"", ""Label"": ""Intrada"", ""Number of discs"": ""1""}",4.2,3,14.49,
B07BFN2W4T,Symphonies Nos. 1-9,[],"{""Date First Available"": ""September 3, 2015"", ""Number of discs"": ""5""}",3.0,1,28.47,
B00GDGGYRI,"The Three D's Sing Songs for L.D.S. Children (And Their Mommies and Daddies, Too!)",[],"{""Package Dimensions"": ""14.9 x 12.9 x 1.2 inches; 1.05 Pounds"", ""Date First Available"": ""November 24, 2013""}",4.0,1,,
B004786V6I,Sadismo Original Soundtrack,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.59 x 4.8 x 0.39 inches; 2.88 Ounces"", ""Manufacturer"": ""Kritzerland"", ""Original Release Date"": ""2020"", ""Date First Available"": ""October 14, 2010"", ""Label"": ""Kritzerland"", ""Number of discs"": ""1""}",4.0,1,17.95,
B003P6BB68,Now Thats What I Call Mu,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Product Dimensions"": ""11.81 x 0.39 x 11.81 inches; 3.96 Ounces"", ""Manufacturer"": ""Edge J26181"", ""Date First Available"": ""July 1, 2010"", ""Label"": ""Edge J26181"", ""Number of discs"": ""2""}",4.7,204,16.88,
B000RRRMUM,Sus Géneros: 50 Años Después 1957-2007,[],"{""Package Dimensions"": ""5.2 x 5.2 x 1.3 inches; 6.4 Ounces"", ""Manufacturer"": ""Warner Music"", ""Date First Available"": ""June 10, 2007"", ""Label"": ""Warner Music""}",5.0,10,,
B01AXLJV8C,Up by Pip Pyle's Equip' Out,[],"{""Date First Available"": ""August 18, 2017""}",3.5,3,,
B006X08FCG,Golden Age of Pop: Catch a Falling Star,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 7.79 Ounces"", ""Manufacturer"": ""TIMW"", ""Date First Available"": ""January 13, 2012"", ""Label"": ""TIMW"", ""Number of discs"": ""3""}",4.8,5,10.0,
B000ERM0M0,LOST SOUL OLDIES VOL. 13 [Audio CD] VARIOUS,[],"{""Manufacturer"": ""Lost Soul Records"", ""Date First Available"": ""February 25, 2006"", ""Label"": ""Lost Soul Records""}",5.0,5,,
1471309606,Octopussy & The Living Daylights and Other Stories,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Language"": ""English"", ""Product Dimensions"": ""5.39 x 0.59 x 5.35 inches; 4.23 Ounces"", ""Date First Available"": ""August 19, 2013""}",4.2,1823,51.45,
B004V4W5EK,i cried a tear / saved 45 rpm single,[],"{""Date First Available"": ""September 5, 2012""}",5.0,1,5.0,
B000ML8F3Q,Joe Cocker - Self Titled 1969 Lp Brown Label [Original recording] [Vinyl],[],"{""Package Dimensions"": ""12.48 x 12.36 x 0.39 inches; 9.91 Ounces"", ""Date First Available"": ""January 10, 2007""}",5.0,4,129.99,
B003AOI0F0,Habanera!,[],"{""Item Weight"": ""0.01 Ounces"", ""Manufacturer"": ""Collins Classics"", ""Run time"": ""1 hour and 1 minute"", ""Date First Available"": ""April 30, 2014"", ""Label"": ""Collins Classics"", ""Number of discs"": ""1""}",3.0,1,25.15,
B010K6E9U0,Inga Swenson: I'm Old Fashioned,[],"{""Date First Available"": ""October 30, 2015""}",4.2,2,19.99,
B0046W20GA,The Complete Pacific Jazz and Capitol Recordings of the Original Gerry Mulligan Quartet and Tentette with Chet Baker,[],"{""Manufacturer"": ""Mosaic"", ""Date First Available"": ""October 12, 2010"", ""Label"": ""Mosaic""}",5.0,2,,
B000GH099O,In Tune with Nature: Nature's Most Popular Music,[],"{""Is Discontinued By Manufacturer"": ""Yes"", ""Language"": ""English"", ""Product Dimensions"": ""7.25 x 0.3 x 5.25 inches; 3.2 Ounces"", ""Manufacturer"": ""Reader's Digest"", ""Date First Available"": ""June 24, 2006"", ""Label"": ""Reader's Digest"", ""Number of discs"": ""4""}",4.6,9,7.09,
B000Z9WDOW,Gullah: A Breath of the Carolina Low Country (VINYL LP RECORD),[],"{""Manufacturer"": ""Lenwal Enterprise Production"", ""Date First Available"": ""November 17, 2007"", ""Label"": ""Lenwal Enterprise Production""}",4.5,3,204.0,
B0078GHW5U,Doin' His Thing by Wild Bill Davis (12 inch vinyl lp),[],"{""Package Dimensions"": ""12.6 x 12.4 x 0.7 inches; 11.2 Ounces"", ""Manufacturer"": ""RCA"", ""Date First Available"": ""February 12, 2012"", ""Label"": ""RCA""}",5.0,1,203.0,
B001167XL6,Kid's Praise! 1 - A Explosion of Happiness - The Kid's Praise Album,[],"{""Package Dimensions"": ""5.6 x 4.9 x 0.4 inches; 3.21 Ounces"", ""Manufacturer"": ""Psalty's Kids"", ""Date First Available"": ""December 13, 2007"", ""Label"": ""Psalty's Kids"", ""Number of discs"": ""1""}",4.8,105,31.99,
B001LJOMRQ,Survivor: Greatest Hits,[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Manufacturer"": ""Scotti Brothers"", ""Date First Available"": ""November 18, 2008"", ""Label"": ""Scotti Brothers"", ""Number of discs"": ""1""}",4.5,69,17.5,
B00008KGY7,Ignition,[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Date First Available"": ""February 12, 2007"", ""Number of discs"": ""1""}",4.7,5,39.57,
B000I572L2,Tchaikovsky: Violin Concerto,[],"{""Date First Available"": ""September 24, 2012"", ""Number of discs"": ""1""}",5.0,4,80.15,
B000ML9QGQ,Music Makers (Harvest Music),[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Date First Available"": ""January 11, 2007""}",4.0,1,,
B001AVGBEW,Joe Pearles,[],"{""Manufacturer"": ""PMG"", ""Date First Available"": ""February 3, 2010"", ""Label"": ""PMG""}",5.0,1,,
B00083VOPO,Raise the Standard-Part One,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Manufacturer"": ""Maranatha Music"", ""Date First Available"": ""July 5, 2007"", ""Label"": ""Maranatha Music"", ""Number of discs"": ""1""}",4.4,9,3.52,
B00413R10O,big mean drag machine / pretty things 45 rpm single,[],"{""Date First Available"": ""August 5, 2010""}",3.0,1,,
B00B5BX988,Blitz,[],"{""Product Dimensions"": ""5.6 x 0.4 x 4.9 inches; 4 Ounces"", ""Manufacturer"": ""Pickwick Group Ltd"", ""Date First Available"": ""January 25, 2013"", ""Label"": ""Pickwick Group Ltd"", ""Country of Origin"": ""United Kingdom"", ""Number of discs"": ""1""}",5.0,3,9.66,
B0010ZHG38,A Disneyland Record 3937 Walt Disney's Pirates of the Caribbean,[],"{""Package Dimensions"": ""12.5 x 12.5 x 0.13 inches"", ""Date First Available"": ""December 7, 2007""}",5.0,4,,
B00004KH2X,I Am Your Woman She Is Your Wife,[],"{""Date First Available"": ""February 11, 2007""}",4.5,5,,
B0026CD4US,Alone Again Naturally,[],"{""Package Dimensions"": ""14.8 x 13.2 x 0.6 inches; 12.8 Ounces"", ""Manufacturer"": ""Columbia"", ""Date First Available"": ""April 12, 2009"", ""Label"": ""Columbia"", ""Number of discs"": ""1""}",4.5,2,6.95,
B005M50QNO,3 guitarras LP,[],"{""Item Weight"": ""0.01 Ounces"", ""Date First Available"": ""May 21, 2013""}",4.0,2,57.74,
B000HAVRFU,Clarinet Concerto,[],"{""Manufacturer"": ""EMI"", ""Date First Available"": ""July 31, 2006"", ""Label"": ""EMI"", ""Number of discs"": ""1""}",5.0,1,,
B000W1PWB4,Basil Rathbone - Stories of Sherlock Holmes - Sir Arthur Conan Doyle - The Red Headed League,[],"{""Package Dimensions"": ""12 x 12 x 1 inches"", ""Manufacturer"": ""CAEDMON"", ""Date First Available"": ""September 15, 2007"", ""Label"": ""CAEDMON""}",5.0,1,,
B000OCQ32S,A Night At The Symphony,[],"{""Package Dimensions"": ""5.6 x 4.9 x 0.4 inches; 4.8 Ounces"", ""Manufacturer"": ""Flash Cadillac Records"", ""Date First Available"": ""March 13, 2007"", ""Label"": ""Flash Cadillac Records"", ""Number of discs"": ""1""}",5.0,4,14.3,
B00005M97A,Willa Was Here,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Product Dimensions"": ""5.5 x 5.5 x 0.25 inches; 2.5 Ounces"", ""Manufacturer"": ""Lava"", ""Item model number"": ""MFR075678343728#VG"", ""Original Release Date"": ""2012"", ""Run time"": ""40 minutes"", ""Date First Available"": ""July 17, 2001"", ""Label"": ""Lava"", ""Number of discs"": ""1""}",4.4,135,15.35,
B00A82J4X4,Rommisie 6,[],"{""Manufacturer"": ""Ibidis Mortem Productions"", ""Run time"": ""50 minutes"", ""Date First Available"": ""November 15, 2012"", ""Label"": ""Ibidis Mortem Productions"", ""Number of discs"": ""1""}",5.0,1,,
B005OCSSFI,Lama - New! (CD+DVD) [Japan LTD CD] KSCL-1881,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Product Dimensions"": ""11.81 x 3.94 x 7.87 inches; 5.61 Ounces"", ""Date First Available"": ""August 7, 2012"", ""Number of discs"": ""1""}",4.7,11,129.77,
B000LDU560,Smiles,[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.88 Ounces"", ""Manufacturer"": ""Charlie"", ""Run time"": ""45 minutes"", ""Date First Available"": ""November 29, 2006"", ""Label"": ""Charlie"", ""Number of discs"": ""1""}",5.0,5,,
B0001Q4F3Q,Vol. 2-Homenaje a Los Santos,[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.85 Ounces"", ""Manufacturer"": ""RYQZ"", ""Date First Available"": ""March 5, 2004"", ""Label"": ""RYQZ"", ""Country of Origin"": ""France""}",4.6,3,131.99,
B0027ULTH4,The Ultimate Oldies But Goodies Collection: Sh-Boom,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 4.56 Ounces"", ""Manufacturer"": ""Time Life"", ""Date First Available"": ""April 27, 2009"", ""Label"": ""Time Life""}",5.0,9,6.23,
155897864X,Smoky Mountain Hymns: Volume 4,[],"{""Language"": ""English"", ""Product Dimensions"": ""4.93 x 5.62 x 0.42 inches; 2.24 Ounces"", ""Manufacturer"": ""Brentwood Records"", ""Date First Available"": ""March 31, 2011"", ""Label"": ""Brentwood Records"", ""Number of discs"": ""1""}",4.8,14,,
B002VTZ3ZA,"Les 19 Grands Hymnes Revolutionnaires (La Marseillaise, Le Chant du Depart)",[],"{""Package Dimensions"": ""5 x 5 x 1 inches; 3.53 Ounces"", ""Date First Available"": ""November 6, 2009""}",4.0,1,59.99,
B000GOJKEW,Wooden Voices,[],{},5.0,5,7.99,
B0001FAQ4Y,Chirpy Chirpy Cheep Cheep,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Manufacturer"": ""Master Tone"", ""Run time"": ""47 minutes"", ""Date First Available"": ""January 29, 2004"", ""Label"": ""Master Tone"", ""Number of discs"": ""1""}",4.8,3,7.47,
1843790645,Life:In Words and Music,[],"{""Language"": ""English"", ""Package Dimensions"": ""5.6 x 4.9 x 0.9 inches; 8.04 Ounces"", ""Date First Available"": ""September 18, 2012"", ""Number of discs"": ""4""}",5.0,1,8.49,
B01MTC0ZJ1,Hard Blues Shot,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Product Dimensions"": ""4.88 x 5.59 x 0.47 inches; 3.39 Ounces"", ""Manufacturer"": ""VERYC"", ""Date First Available"": ""April 18, 2017"", ""Label"": ""VERYC"", ""Number of discs"": ""1""}",4.7,414,20.68,
B08XMJ79R2,Train Kept A Rollin - Live - 1973 - 1990 10Cd-Aerosmith,[],"{""Package Dimensions"": ""5.24 x 5.12 x 1.26 inches; 8.89 Ounces"", ""Manufacturer"": ""CD"", ""Date First Available"": ""July 7, 2021"", ""Label"": ""CD"", ""Number of discs"": ""10""}",4.6,30,,
B0002Z1HRS,Disneyland Fantasmic! Good Clashes with Evil in a Nighttime Spectacular,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Product Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.72 Ounces"", ""Date First Available"": ""August 28, 2004""}",4.5,16,3.51,
B000B5L9MW,My Music,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Date First Available"": ""April 12, 2011""}",4.6,5,3.91,
B00FSZULSI,"Icon by Turner, Josh (2011) Audio CD",[],"{""Date First Available"": ""March 2, 2014""}",5.0,7,23.57,
B001MX4H9Y,"The RCA Victor Encyclopedia of Recorded Jazz; Lej-3, Album 3 (10 inch vinyl lp)",[],"{""Package Dimensions"": ""9.9 x 9.8 x 0.1 inches; 5.6 Ounces"", ""Manufacturer"": ""RCA Victor Records"", ""Date First Available"": ""December 3, 2008"", ""Label"": ""RCA Victor Records""}",5.0,2,2.65,
B00000G4QD,U 2 Can Yodel,[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Original Release Date"": ""1998"", ""Date First Available"": ""October 21, 2006"", ""Number of discs"": ""1""}",4.3,66,11.06,
B007XZP31G,"Trials Of Imaginearum - RSD Exclusive 10"" (Picture Disc)",[],"{""Manufacturer"": ""Roadrunner"", ""Date First Available"": ""April 27, 2012"", ""Label"": ""Roadrunner"", ""Number of discs"": ""1""}",5.0,1,44.99,
B000NWA1OA,"America's 25 Favorite Old Time Gospel Songs Vol 1, Split Trax",[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Date First Available"": ""March 2, 2007"", ""Number of discs"": ""1""}",4.2,38,10.98,
B002OQZEK4,Flesh And The Spur,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Language"": ""English"", ""Product Dimensions"": ""0.7 x 7.5 x 5.4 inches; 2.72 Ounces"", ""Manufacturer"": ""Alpha Video"", ""Original Release Date"": ""2009"", ""Run time"": ""2 hours and 39 minutes"", ""Date First Available"": ""November 29, 2022"", ""Label"": ""Alpha Video"", ""Number of discs"": ""1""}",2.9,3,4.0,
B00K7OBC10,MASAYUME CHASING,[],"{""Product Dimensions"": ""11.81 x 3.94 x 7.87 inches; 2.82 Ounces"", ""Manufacturer"": ""AVEX"", ""Date First Available"": ""May 22, 2014"", ""Label"": ""AVEX"", ""Number of discs"": ""1""}",4.9,9,4.88,
B01G47AUOI,Terror & Submission / Mind Wars by Holy Terror,[],"{""Date First Available"": ""May 28, 2016""}",3.5,17,,
B000TM0Q3A,Røta - Hellbillies' Beste,[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Date First Available"": ""November 21, 2013"", ""Number of discs"": ""1""}",5.0,2,97.0,
B001CISAHY,Marching on Your Parade,[],"{""Manufacturer"": ""Frey Nation Records"", ""Date First Available"": ""July 11, 2008"", ""Label"": ""Frey Nation Records""}",4.5,3,,
B000051YEB,No 4,[],"{""Language"": ""French"", ""Product Dimensions"": ""4.88 x 5.63 x 0.47 inches; 3.46 Ounces"", ""Manufacturer"": ""Mercury Import"", ""Item model number"": ""731454842426"", ""Original Release Date"": ""2001"", ""SPARS Code"": ""DDD"", ""Date First Available"": ""November 19, 2006"", ""Label"": ""Mercury Import"", ""Country of Origin"": ""France"", ""Number of discs"": ""1""}",4.6,31,13.82,
B00005HG9E,Neurotic Outsiders,[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.54 Ounces"", ""Date First Available"": ""August 11, 2012"", ""Number of discs"": ""1""}",4.6,84,26.83,
B000065E8S,Helen Merril With Clifford Brown (Jpn Lp,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Date First Available"": ""October 11, 2012"", ""Number of discs"": ""1""}",4.5,142,,
B01MFDH0LW,"Travel Hanging Toiletry Bag, Cosmetics Makeup and Toiletries Organizer, Compact Bathroom Storage, TSA Friendly, Home, Gym, Airplane, Hotel, Car (Purple) (x5)",[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.98 x 5.91 x 1.26 inches; 12 Ounces"", ""Item model number"": ""068663"", ""Date First Available"": ""October 28, 2016""}",4.4,11,,
B000FVKWW0,Love & Lust,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Product Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.88 Ounces"", ""Manufacturer"": ""Tryfe Lyfe"", ""Date First Available"": ""May 26, 2006"", ""Label"": ""Tryfe Lyfe"", ""Number of discs"": ""1""}",2.0,2,,
B003VSS320,"Patricia Travers Otto Herz Ives Sonata 2 Roger Sessions Duo; 10"" LP",[],"{""Manufacturer"": ""COLUMBIA"", ""Date First Available"": ""July 14, 2010"", ""Label"": ""COLUMBIA""}",5.0,1,95.0,
B003RPOCL8,the Bottom of the Bottle,[],"{""Date First Available"": ""June 13, 2010""}",3.8,5,20.0,
B00B90K8FW,Dave's Picks Volume 5,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 6.56 Ounces"", ""Date First Available"": ""January 31, 2013"", ""Number of discs"": ""3""}",5.0,16,,
B073HVV2RC,Illumination,[],"{""Product Dimensions"": ""5.67 x 4.84 x 0.47 inches; 3.53 Ounces"", ""Manufacturer"": ""DUTTO"", ""Item model number"": ""B073HVV2RC"", ""Date First Available"": ""August 1, 2017"", ""Label"": ""DUTTO"", ""Number of discs"": ""1""}",4.9,21,26.99,
B000A3UPV6,A Kiss of Infinity Long / Potseluy dlinoyu v vechnost,[],"{""Date First Available"": ""July 1, 2005""}",4.6,6,,
B00MNE9KLQ,"Phil Phillips ""Sea Of Love"" and Conway Twitty ""It's Only Make Believe"" 45 Record NEAR MINT PLUS*",[],"{""Manufacturer"": ""Collectables"", ""Date First Available"": ""August 12, 2014"", ""Label"": ""Collectables""}",5.0,1,,
B01K8O6GFA,Gli Anni 70 by Pfm (1998-07-30),[],"{""Date First Available"": ""September 12, 2017""}",3.0,1,,
B000EFKC3Q,Re: Awakening - Volume Two,[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Manufacturer"": ""Community Worship"", ""Date First Available"": ""February 1, 2006"", ""Label"": ""Community Worship"", ""Number of discs"": ""1""}",5.0,1,12.77,
0981373550,Shielded With Light: A Guide for Cleansing and Sealing Your Aura,[],"{""Package Dimensions"": ""5.51 x 4.96 x 0.39 inches; 2.89 Ounces"", ""Date First Available"": ""October 17, 2011"", ""Number of discs"": ""1""}",4.2,2,,
B01KB5XTII,Last Blast of the Century by Golden Earring,[],"{""Date First Available"": ""August 18, 2017""}",4.8,26,,
B000L42GN4,"Beethoven: Violinkonzert, Violinromanze Nr. 1",[],"{""Product Dimensions"": ""4.96 x 5.67 x 0.43 inches; 3.25 Ounces"", ""Date First Available"": ""August 11, 2007"", ""Number of discs"": ""1""}",4.3,2,4.02,
B008S1J3YW,Hugh Masekela Is Alive And Well At The Whiskey,[],"{""Date First Available"": ""April 12, 2012""}",4.4,7,15.96,
B004KHY7YO,Sing Out for Free Enterprise....Saluting Amway's Tenth Anniversary,[],"{""Date First Available"": ""January 23, 2011""}",5.0,2,4.99,
B00503M078,Sowelu - Let Me... (Type B) (CD+DVD) [Japan CD] RZCD-46879,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Product Dimensions"": ""9.84 x 0.87 x 7.09 inches; 2.83 Ounces"", ""Manufacturer"": ""AVEX"", ""Date First Available"": ""August 23, 2011"", ""Label"": ""AVEX"", ""Number of discs"": ""2""}",3.9,4,27.17,
B00GXPF4G6,Ultimate Collection Vol 1 - Sandi Patty,[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.88 Ounces"", ""Manufacturer"": ""Patty Sandi"", ""Item model number"": ""4340700519"", ""Date First Available"": ""May 7, 2014"", ""Label"": ""Patty Sandi"", ""Number of discs"": ""1""}",4.7,69,19.4,
B0041IRNSE,Sinti (Featuring Jimmy Rosenberg),[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Date First Available"": ""September 1, 2010"", ""Number of discs"": ""1""}",5.0,4,4.99,
B073S54254,Seven (Digipack Edition),[],"{""Manufacturer"": ""Pick Up Records"", ""Item model number"": ""1"", ""Date First Available"": ""July 7, 2017"", ""Label"": ""Pick Up Records"", ""Number of discs"": ""1""}",5.0,4,,
B005BUREMQ,Meditations2Go Guided Audio Meditations CD Set 3,[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Date First Available"": ""July 9, 2011""}",4.8,7,,
B01D4QAK0G,"Mahadev - Devon Ke Dev Set / Lata Mangeshkar, Suresh Wadkar, Pandit Jasraj, Shankar Mahadevan, Hariharan, Udit Narayan, Uma Mohan",[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Manufacturer"": ""Times Music"", ""Date First Available"": ""April 5, 2016"", ""Label"": ""Times Music"", ""Number of discs"": ""2""}",5.0,2,,
B07D6XSBGF,Start Over,[],"{""Package Dimensions"": ""5.63 x 4.88 x 0.43 inches; 2.82 Ounces"", ""Manufacturer"": ""Crown Japan"", ""Original Release Date"": ""2018"", ""Date First Available"": ""June 9, 2018"", ""Label"": ""Crown Japan"", ""Number of discs"": ""1""}",4.6,197,14.92,
B075SWV9PQ,"ΤΗRΟUGH TΗE ΒΑRRICΑDES (CD/DVD, Remastered 2017). UK Edition",[],"{""Date First Available"": ""July 4, 2018""}",4.0,1,30.47,
B002MHA3JM,TOKYO-O-ING(regular ed.),[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.67 x 4.8 x 0.39 inches; 3.52 Ounces"", ""Date First Available"": ""August 12, 2012"", ""Number of discs"": ""1""}",4.6,5,,
B0002HMO9Q,Schumann - Vladimir Sofronitsky,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Manufacturer"": ""Vista Vera"", ""Run time"": ""66 minutes"", ""Date First Available"": ""June 20, 2004"", ""Label"": ""Vista Vera"", ""Number of discs"": ""1""}",4.0,1,,
B008HYWA9K,Rain's First Live Concert: Rainy Day,[],"{""Package Dimensions"": ""7.9 x 5.9 x 1.4 inches; 7.2 Ounces"", ""Date First Available"": ""July 6, 2012""}",5.0,4,,
B000025BOP,Verdi: Macbeth (Highlights),[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.88 Ounces"", ""Date First Available"": ""November 16, 2006"", ""Number of discs"": ""1""}",4.2,4,12.06,
B00GIKI4UO,Shout Shout Knock Yourself Out,[],"{""Product Dimensions"": ""5.75 x 5.16 x 0.39 inches; 2.89 Ounces"", ""Manufacturer"": ""Hallmark"", ""Date First Available"": ""November 7, 2013"", ""Label"": ""Hallmark"", ""Number of discs"": ""1""}",4.0,22,,
B01K8KR45A,Night of the Living Dregs by Dixie Dregs,[],"{""Date First Available"": ""September 12, 2017""}",2.0,1,,
B002B319OK,Up !,[],"{""Manufacturer"": ""Gimini Music"", ""Date First Available"": ""June 14, 2010"", ""Label"": ""Gimini Music"", ""Number of discs"": ""1""}",4.0,2,,
